==================================================================
  EXPERIMENT CONFIGURATIONS  (3 experiments)
  Code state (git): d209ef6
  Instance order  : by seed, then config (seed1 of all types first)
==================================================================
  Shared parameters:
    time_limit_s=60               NoRelHeurTime=0
    MIPGap=0.0                    seed=1

  Per-experiment parameters:
  Label       Solver                      weight_makespan  weight_delay  weight_movements
    scn_two_rows_medium_P5_R30   30   +33.89%    +3.14%   +64.08%
    scn_two_rows_medium_P5_R5    30    +0.00%    +0.00%    +0.00%
    scn_two_rows_tight_P5_R10    30    +0.79%    -1.52%    +5.82%
    scn_two_rows_tight_P5_R20    30   +18.76%    +3.77%   +39.72%
    scn_two_rows_tight_P5_R30    30   +32.19%    +7.32%   +60.52%
    scn_two_rows_tight_P5_R5     30    +0.00%    +0.00%    +0.00%

  -- Per-component mean Δ (heuristic − MILP); negative = heuristic better --
  -- (relative gap is distorted when the optimum delay ≈ 0; read these too)
  [wMK  (100/1/1  makespan-priority)]
    Type                          N   Δmakespan      Δdelay      Δmov
    ---------------------------------------------------------------
    scn_chain_loose_P5_R10       10       +3.70       +3.25     +2.80
    scn_chain_loose_P5_R20       10      -21.05     -149.20    +24.80
    scn_chain_loose_P5_R30       10     -100.30     -970.90    +72.60
    scn_chain_loose_P5_R5        10       +0.00       +0.00     +0.00
    scn_chain_medium_P5_R10      10       +4.05       +5.95     +3.00
    scn_chain_medium_P5_R20      10      -25.10      -99.30    +25.40
    scn_chain_medium_P5_R30      10     -101.45    -1009.35    +66.40
    scn_chain_medium_P5_R5       10       +0.00       +0.00     +0.00
    scn_chain_tight_P5_R10       10       +2.15       -5.65     +4.60
    scn_chain_tight_P5_R20       10      -18.10      -67.85    +16.40
    scn_chain_tight_P5_R30       10     -102.65    -1134.15    +53.80
    scn_chain_tight_P5_R5        10       +0.00       +1.90     -0.60
    scn_hub_loose_P5_R10         10       +1.75       -3.75     -7.40
    scn_hub_loose_P5_R20         10      -19.30     -106.80    -14.80
    scn_hub_loose_P5_R30         10      -34.40     -337.90    +35.80
    scn_hub_loose_P5_R5          10       +0.00       +0.00     +0.00
    scn_hub_medium_P5_R10        10       +1.75       +0.35     -7.60
    scn_hub_medium_P5_R20        10      -19.40     -124.00    -17.40
    scn_hub_medium_P5_R30        10      -33.55     -259.35    +28.00
    scn_hub_medium_P5_R5         10       +0.00       +0.00     +0.00
    scn_hub_tight_P5_R10         10       +1.35       -2.60     -7.60
    scn_hub_tight_P5_R20         10      -19.85      -74.20    -21.60
    scn_hub_tight_P5_R30         10      -41.95     -393.35    +13.60
    scn_hub_tight_P5_R5          10       +0.00       +0.30     -0.20
    scn_none_tight_P5_R10        10       +0.00       +0.00     +0.00
    scn_two_rows_loose_P5_R10    10       +0.25       +2.65     -1.20
    scn_two_rows_loose_P5_R20    10      -19.95     -128.90     -2.60
    scn_two_rows_loose_P5_R30    10     -102.05    -1010.05     -1.80
    scn_two_rows_loose_P5_R5     10       +0.00       +0.00     +0.00
    scn_two_rows_medium_P5_R10   10       +0.25       -0.10     -1.20
    scn_two_rows_medium_P5_R20   10      -26.55     -155.75     -4.20
    scn_two_rows_medium_P5_R30   10     -106.25     -972.15     +2.20
    scn_two_rows_medium_P5_R5    10       +0.00       +0.00     +0.00
    scn_two_rows_tight_P5_R10    10       +0.25       +1.40     -2.00
    scn_two_rows_tight_P5_R20    10      -31.85     -271.75     -5.60
    scn_two_rows_tight_P5_R30    10     -111.75    -1036.75     -0.60
    scn_two_rows_tight_P5_R5     10       +0.00       +0.00     +0.00

  [wDLY  (1/100/1  delay-priority)]
    Type                          N   Δmakespan      Δdelay      Δmov
    ---------------------------------------------------------------
    scn_chain_loose_P5_R10       10       +2.55       +4.40     +4.80
    scn_chain_loose_P5_R20       10      -24.55     -155.75    +26.80
    scn_chain_loose_P5_R30       10      -97.20    -1294.25    +68.20
    scn_chain_loose_P5_R5        10       +0.00       +0.00     +0.00
    scn_chain_medium_P5_R10      10       +0.20       +2.65     +2.20
    scn_chain_medium_P5_R20      10      -31.35     -159.85    +24.40
    scn_chain_medium_P5_R30      10     -114.05    -1222.80    +66.00
    scn_chain_medium_P5_R5       10       +0.00       +0.00     +0.40
    scn_chain_tight_P5_R10       10       -5.25      -14.25     -3.40
    scn_chain_tight_P5_R20       10      -26.60     -127.60    +19.80
    scn_chain_tight_P5_R30       10     -102.95    -1186.85    +53.40
    scn_chain_tight_P5_R5        10       +0.80       +1.00     +0.80
    scn_hub_loose_P5_R10         10       -0.35       +2.50     -5.60
    scn_hub_loose_P5_R20         10      -21.80     -101.90    -28.80
    scn_hub_loose_P5_R30         10      -40.25     -445.65    +23.60
    scn_hub_loose_P5_R5          10       +0.00       +0.00     +0.00
    scn_hub_medium_P5_R10        10       -1.90       +2.35     -4.80
    scn_hub_medium_P5_R20        10      -23.10     -117.90    -15.80
    scn_hub_medium_P5_R30        10      -42.65     -462.00    +42.00
    scn_hub_medium_P5_R5         10       +0.00       +0.00     +0.00
    scn_hub_tight_P5_R10         10       -5.10       -7.30     -3.40
    scn_hub_tight_P5_R20         10      -21.60     -131.05    -17.60
    scn_hub_tight_P5_R30         10      -46.40     -429.70    +12.20
    scn_hub_tight_P5_R5          10       +0.00       +0.70     -1.00
    scn_none_tight_P5_R10        10       +0.00       +0.00     +0.00
    scn_two_rows_loose_P5_R10    10       +0.50       +0.15     -1.20
    scn_two_rows_loose_P5_R20    10      -20.10     -101.95     -4.60
    scn_two_rows_loose_P5_R30    10     -119.30    -1177.45     -0.40
    scn_two_rows_loose_P5_R5     10       +0.00       +0.00     +0.00
    scn_two_rows_medium_P5_R10   10       -1.80       -0.10     -0.40
    scn_two_rows_medium_P5_R20   10      -34.90     -177.65     -5.20
    scn_two_rows_medium_P5_R30   10     -115.25    -1102.95     -1.40
    scn_two_rows_medium_P5_R5    10       +0.00       +0.00     +0.00
    scn_two_rows_tight_P5_R10    10       -4.45       -2.00     -1.80
    scn_two_rows_tight_P5_R20    10      -33.25     -166.60     -3.80
    scn_two_rows_tight_P5_R30    10     -125.15    -1079.75     -6.20
    scn_two_rows_tight_P5_R5     10       +0.00       +0.00     +0.00

  [wMOV  (1/1/100  movement-priority)]
    Type                          N   Δmakespan      Δdelay      Δmov
    ---------------------------------------------------------------
    scn_chain_loose_P5_R10       10       +0.20       +0.60     +0.00
    scn_chain_loose_P5_R20       10      -23.35     -105.25     +0.00
    scn_chain_loose_P5_R30       10     -109.75    -1133.60     +0.00
    scn_chain_loose_P5_R5        10       +0.00       +0.00     +0.00
    scn_chain_medium_P5_R10      10       +0.55       +3.85     +0.00
    scn_chain_medium_P5_R20      10      -37.80     -193.00     +0.00
    scn_chain_medium_P5_R30      10     -113.50     -962.60     +0.00
    scn_chain_medium_P5_R5       10       +0.00       +0.00     +0.00
    scn_chain_tight_P5_R10       10       -0.80       -2.95     +0.00
    scn_chain_tight_P5_R20       10      -29.90     -191.70     +0.00
    scn_chain_tight_P5_R30       10     -112.50    -1164.15     +0.00
    scn_chain_tight_P5_R5        10       +0.00       +0.00     +0.00
    scn_hub_loose_P5_R10         10       +0.00       +0.00     +0.00
    scn_hub_loose_P5_R20         10      -26.30     -152.20     +0.00
    scn_hub_loose_P5_R30         10      -48.05     -407.50     +0.00
    scn_hub_loose_P5_R5          10       +0.00       +0.00     +0.00
    scn_hub_medium_P5_R10        10       +0.00       +0.00     +0.00
    scn_hub_medium_P5_R20        10      -25.90     -156.65     +0.00
    scn_hub_medium_P5_R30        10      -37.45     -368.25     +0.00
    scn_hub_medium_P5_R5         10       +0.00       +0.00     +0.00
    scn_hub_tight_P5_R10         10       -2.75       -3.45     +0.00
    scn_hub_tight_P5_R20         10      -21.90     -156.05     +0.00
    scn_hub_tight_P5_R30         10      -43.25     -386.55     +0.00
    scn_hub_tight_P5_R5          10       +0.00       +0.00     +0.00
    scn_none_tight_P5_R10        10       +0.00       +0.00     +0.00
    scn_two_rows_loose_P5_R10    10       +0.00       +0.00     +0.00
    scn_two_rows_loose_P5_R20    10      -21.55     -101.60     +0.00
    scn_two_rows_loose_P5_R30    10      -92.10     -781.90     +0.00
    scn_two_rows_loose_P5_R5     10       +0.00       +0.00     +0.00
    scn_two_rows_medium_P5_R10   10       +0.10       -0.10     +0.00
    scn_two_rows_medium_P5_R20   10      -29.00     -132.65     +0.00
    scn_two_rows_medium_P5_R30   10     -131.40    -1303.30     +0.00
    scn_two_rows_medium_P5_R5    10       +0.00       +0.00     +0.00
    scn_two_rows_tight_P5_R10    10       -0.70       -0.60     +0.00
    scn_two_rows_tight_P5_R20    10      -24.20     -147.20     +0.00
    scn_two_rows_tight_P5_R30    10     -131.75    -1259.85     +0.00
    scn_two_rows_tight_P5_R5     10       +0.00       +0.00     +0.00

==================================================================


==================================================================
  SUMMARY  —  1110 ok  /  0 failed  /  1110 total
==================================================================
  Instance                           Experiment  Status             Obj   Makespan      Delay   Mov       Gap   Time(s)
  ---------------------------------------------------------------------------------------------------------------------
  scn_chain_loose_P5_R10_seed1       igvnd_wMK   heuristic_     6289.50      62.50      39.50     0         -      60.0
  scn_chain_loose_P5_R10_seed1       igvnd_wDLY  heuristic_     1112.50      62.50      10.50     0         -      60.0
  scn_chain_loose_P5_R10_seed1       igvnd_wMOV  heuristic_       73.00      62.50      10.50     0         -      60.0
  scn_chain_loose_P5_R20_seed1       igvnd_wMK   heuristic_    13609.00     131.00     459.00    50         -      60.0
  scn_chain_loose_P5_R20_seed1       igvnd_wDLY  heuristic_    41039.50     137.50     408.50    52         -      60.0
  scn_chain_loose_P5_R20_seed1       igvnd_wMOV  heuristic_      604.50     141.50     463.00     0         -      60.2
  scn_chain_loose_P5_R30_seed1       igvnd_wMK   heuristic_    27075.00     245.50    2451.00    74         -      60.1
  scn_chain_loose_P5_R30_seed1       igvnd_wDLY  heuristic_   176969.00     301.00    1766.00    68         -      60.2
  scn_chain_loose_P5_R30_seed1       igvnd_wMOV  heuristic_     2145.00     240.00    1905.00     0         -      60.1
  scn_chain_loose_P5_R5_seed1        igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_chain_loose_P5_R5_seed1        igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_chain_loose_P5_R5_seed1        igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_chain_medium_P5_R10_seed1      igvnd_wMK   heuristic_     6318.50      62.50      68.50     0         -      60.0
  scn_chain_medium_P5_R10_seed1      igvnd_wDLY  heuristic_     6879.00      65.00      68.00    14         -      60.0
  scn_chain_medium_P5_R10_seed1      igvnd_wMOV  heuristic_      131.00      62.50      68.50     0         -      60.0
  scn_chain_medium_P5_R20_seed1      igvnd_wMK   heuristic_    13961.00     132.50     659.00    52         -      60.0
  scn_chain_medium_P5_R20_seed1      igvnd_wDLY  heuristic_    61546.00     150.00     613.50    46         -      60.0
  scn_chain_medium_P5_R20_seed1      igvnd_wMOV  heuristic_      767.50     134.50     633.00     0         -      60.0
  scn_chain_medium_P5_R30_seed1      igvnd_wMK   heuristic_    26448.00     239.50    2424.00    74         -      60.2
  scn_chain_medium_P5_R30_seed1      igvnd_wDLY  heuristic_   203969.00     251.00    2036.50    68         -      60.2
  scn_chain_medium_P5_R30_seed1      igvnd_wMOV  heuristic_     2515.00     256.00    2259.00     0         -      60.2
  scn_chain_medium_P5_R5_seed1       igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_chain_medium_P5_R5_seed1       igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_chain_medium_P5_R5_seed1       igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_chain_tight_P5_R10_seed1       igvnd_wMK   heuristic_     6331.50      62.00     113.50    18         -      60.1
  scn_chain_tight_P5_R10_seed1       igvnd_wDLY  heuristic_    10927.50      63.50     108.50    14         -      60.1
  scn_chain_tight_P5_R10_seed1       igvnd_wMOV  heuristic_      190.00      64.50     125.50     0         -      60.0
  scn_chain_tight_P5_R20_seed1       igvnd_wMK   heuristic_    14515.00     136.50     827.00    38         -      60.1
  scn_chain_tight_P5_R20_seed1       igvnd_wDLY  heuristic_    72340.50     136.50     721.50    54         -      60.0
  scn_chain_tight_P5_R20_seed1       igvnd_wMOV  heuristic_      989.00     145.50     843.50     0         -      60.0
  scn_chain_tight_P5_R30_seed1       igvnd_wMK   heuristic_    27142.50     243.50    2722.50    70         -      60.1
  scn_chain_tight_P5_R30_seed1       igvnd_wDLY  heuristic_   245204.50     276.50    2448.50    78         -      60.3
  scn_chain_tight_P5_R30_seed1       igvnd_wMOV  heuristic_     2673.50     250.00    2423.50     0         -      60.1
  scn_chain_tight_P5_R5_seed1        igvnd_wMK   heuristic_     3005.00      30.00       5.00     0         -      60.0
  scn_chain_tight_P5_R5_seed1        igvnd_wDLY  heuristic_      137.00      33.00       1.00     4         -      60.0
  scn_chain_tight_P5_R5_seed1        igvnd_wMOV  heuristic_       35.00      30.00       5.00     0         -      60.0
  scn_hub_loose_P5_R10_seed1         igvnd_wMK   heuristic_     5957.00      59.50       7.00     0         -      60.0
  scn_hub_loose_P5_R10_seed1         igvnd_wDLY  heuristic_      759.50      59.50       7.00     0         -      60.1
  scn_hub_loose_P5_R10_seed1         igvnd_wMOV  heuristic_       66.50      59.50       7.00     0         -      60.0
  scn_hub_loose_P5_R20_seed1         igvnd_wMK   heuristic_    12874.50     124.50     388.50    36         -      60.0
  scn_hub_loose_P5_R20_seed1         igvnd_wDLY  heuristic_    37827.50     127.50     377.00     0         -      60.0
  scn_hub_loose_P5_R20_seed1         igvnd_wMOV  heuristic_      507.50     129.50     378.00     0         -      60.0
  scn_hub_loose_P5_R30_seed1         igvnd_wMK   heuristic_    24776.00     230.50    1664.00    62         -      60.1
  scn_hub_loose_P5_R30_seed1         igvnd_wDLY  heuristic_   150121.50     221.50    1499.00     0         -      60.3
  scn_hub_loose_P5_R30_seed1         igvnd_wMOV  heuristic_     1637.50     217.50    1420.00     0         -      60.1
  scn_hub_loose_P5_R5_seed1          igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed1          igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed1          igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_hub_medium_P5_R10_seed1        igvnd_wMK   heuristic_     6014.50      59.50      64.50     0         -      60.0
  scn_hub_medium_P5_R10_seed1        igvnd_wDLY  heuristic_     6509.50      59.50      64.50     0         -      60.0
  scn_hub_medium_P5_R10_seed1        igvnd_wMOV  heuristic_      124.00      59.50      64.50     0         -      60.0
  scn_hub_medium_P5_R20_seed1        igvnd_wMK   heuristic_    12937.00     123.50     587.00     0         -      60.0
  scn_hub_medium_P5_R20_seed1        igvnd_wDLY  heuristic_    54929.50     129.50     548.00     0         -      60.1
  scn_hub_medium_P5_R20_seed1        igvnd_wMOV  heuristic_      673.50     129.50     544.00     0         -      60.1
  scn_hub_medium_P5_R30_seed1        igvnd_wMK   heuristic_    25627.50     235.00    2127.50     0         -      60.2
  scn_hub_medium_P5_R30_seed1        igvnd_wDLY  heuristic_   188927.00     231.00    1886.50    46         -      60.1
  scn_hub_medium_P5_R30_seed1        igvnd_wMOV  heuristic_     2146.50     227.50    1919.00     0         -      60.2
  scn_hub_medium_P5_R5_seed1         igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_hub_medium_P5_R5_seed1         igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_hub_medium_P5_R5_seed1         igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_hub_tight_P5_R10_seed1         igvnd_wMK   heuristic_     6058.50      59.50     108.50     0         -      60.0
  scn_hub_tight_P5_R10_seed1         igvnd_wDLY  heuristic_    10872.50      62.50     108.00    10         -      60.0
  scn_hub_tight_P5_R10_seed1         igvnd_wMOV  heuristic_      168.00      59.50     108.50     0         -      60.0
  scn_hub_tight_P5_R20_seed1         igvnd_wMK   heuristic_    13064.00     123.50     714.00     0         -      60.0
