==================================================================
  EXPERIMENT CONFIGURATIONS  (3 experiments)
  Code state (git): 3bc423c
  Instance order  : by seed, then config (seed1 of all types first)
==================================================================
  Shared parameters:
    time_limit_s=60               NoRelHeurTime=0
    MIPGap=0.0                    seed=1

  Per-experiment parameters:
  Label       Solver                      weight_makespan  weight_delay  weight_movements
    scn_two_rows_medium_P5_R30   30   +33.81%    +0.81%   +64.08%
    scn_two_rows_medium_P5_R5    30    +0.00%    +0.00%    +0.00%
    scn_two_rows_tight_P5_R10    30    +0.82%    -1.52%    +5.82%
    scn_two_rows_tight_P5_R20    30   +18.38%    +1.52%   +38.72%
    scn_two_rows_tight_P5_R30    30   +31.51%    +6.85%   +60.52%
    scn_two_rows_tight_P5_R5     30    +0.00%    +0.00%    +0.00%

  -- Per-component mean Δ (heuristic − MILP); negative = heuristic better --
  -- (relative gap is distorted when the optimum delay ≈ 0; read these too)
  [wMK  (100/1/1  makespan-priority)]
    Type                          N   Δmakespan      Δdelay      Δmov
    ---------------------------------------------------------------
    scn_chain_loose_P5_R10       10       +3.20       -1.95     +1.60
    scn_chain_loose_P5_R20       10      -21.80     -136.35    +17.80
    scn_chain_loose_P5_R30       10      -96.30     -935.15    +66.80
    scn_chain_loose_P5_R5        10       +0.00       +0.00     +0.00
    scn_chain_medium_P5_R10      10       +3.10       +0.75     +1.20
    scn_chain_medium_P5_R20      10      -25.80     -146.30    +20.20
    scn_chain_medium_P5_R30      10      -98.95     -924.80    +60.60
    scn_chain_medium_P5_R5       10       +0.00       +0.00     +0.00
    scn_chain_tight_P5_R10       10       +1.55       -7.75     -0.20
    scn_chain_tight_P5_R20       10      -18.90      -76.80    +16.80
    scn_chain_tight_P5_R30       10     -101.90    -1062.40    +62.60
    scn_chain_tight_P5_R5        10       +0.00       +0.80     -0.40
    scn_hub_loose_P5_R10         10       +1.65       -3.65     -6.80
    scn_hub_loose_P5_R20         10      -19.30     -113.40    -15.20
    scn_hub_loose_P5_R30         10      -33.50     -270.90    +44.00
    scn_hub_loose_P5_R5          10       +0.00       +0.00     +0.00
    scn_hub_medium_P5_R10        10       +1.65       +0.30     -7.00
    scn_hub_medium_P5_R20        10      -18.60     -111.80    -17.40
    scn_hub_medium_P5_R30        10      -35.25     -286.55    +27.60
    scn_hub_medium_P5_R5         10       +0.00       +0.00     +0.00
    scn_hub_tight_P5_R10         10       +1.35       -2.80     -7.60
    scn_hub_tight_P5_R20         10      -19.95      -97.85    -19.00
    scn_hub_tight_P5_R30         10      -40.20     -347.15    +15.60
    scn_hub_tight_P5_R5          10       +0.00       +0.00     +0.00
    scn_none_tight_P5_R10        10       +0.00       +0.00     +0.00
    scn_two_rows_loose_P5_R10    10       +0.15       +2.25     -0.60
    scn_two_rows_loose_P5_R20    10      -19.90     -136.50     -2.00
    scn_two_rows_loose_P5_R30    10     -101.40    -1005.70     -1.80
    scn_two_rows_loose_P5_R5     10       +0.00       +0.00     +0.00
    scn_two_rows_medium_P5_R10   10       +0.25       +0.95     -1.20
    scn_two_rows_medium_P5_R20   10      -26.55     -140.40     -3.00
    scn_two_rows_medium_P5_R30   10     -106.50     -858.05     +2.40
    scn_two_rows_medium_P5_R5    10       +0.00       +0.00     +0.00
    scn_two_rows_tight_P5_R10    10       +0.15       -0.15     -0.60
    scn_two_rows_tight_P5_R20    10      -31.65     -266.35     -2.40
    scn_two_rows_tight_P5_R30    10     -109.10     -966.95     -0.60
    scn_two_rows_tight_P5_R5     10       +0.00       +0.00     +0.00

  [wDLY  (1/100/1  delay-priority)]
    Type                          N   Δmakespan      Δdelay      Δmov
    ---------------------------------------------------------------
    scn_chain_loose_P5_R10       10       +1.95       +1.80     +2.20
    scn_chain_loose_P5_R20       10      -26.60     -168.90    +20.40
    scn_chain_loose_P5_R30       10     -101.10    -1280.30    +62.40
    scn_chain_loose_P5_R5        10       +0.00       +0.00     +0.00
    scn_chain_medium_P5_R10      10       +0.55       +0.35     +0.40
    scn_chain_medium_P5_R20      10      -32.95     -172.35    +16.60
    scn_chain_medium_P5_R30      10     -107.75    -1183.90    +53.40
    scn_chain_medium_P5_R5       10       +0.00       +0.00     +0.00
    scn_chain_tight_P5_R10       10       -5.85      -18.70     -1.60
    scn_chain_tight_P5_R20       10      -27.75     -125.25    +14.80
    scn_chain_tight_P5_R30       10      -96.10    -1170.40    +43.20
    scn_chain_tight_P5_R5        10       +0.10       +0.10     +0.00
    scn_hub_loose_P5_R10         10       +0.15       +1.60     -3.00
    scn_hub_loose_P5_R20         10      -22.05     -103.30    -21.20
    scn_hub_loose_P5_R30         10      -36.65     -423.55    +30.60
    scn_hub_loose_P5_R5          10       +0.00       +0.00     +0.00
    scn_hub_medium_P5_R10        10       -1.85       +0.65     -2.00
    scn_hub_medium_P5_R20        10      -20.05     -120.95    -10.20
    scn_hub_medium_P5_R30        10      -38.10     -465.10    +35.80
    scn_hub_medium_P5_R5         10       +0.00       +0.00     +0.00
    scn_hub_tight_P5_R10         10       -4.80       -8.80     +1.00
    scn_hub_tight_P5_R20         10      -22.55     -127.65    -15.20
    scn_hub_tight_P5_R30         10      -41.85     -416.30    +13.40
    scn_hub_tight_P5_R5          10       +0.00       +0.10     -0.20
    scn_none_tight_P5_R10        10       +0.00       +0.00     +0.00
    scn_two_rows_loose_P5_R10    10       -0.10       +0.10     +0.20
    scn_two_rows_loose_P5_R20    10      -21.60     -101.90     -4.60
    scn_two_rows_loose_P5_R30    10     -119.00    -1170.90     -0.40
    scn_two_rows_loose_P5_R5     10       +0.00       +0.00     +0.00
    scn_two_rows_medium_P5_R10   10       -1.80       -0.10     -0.40
    scn_two_rows_medium_P5_R20   10      -34.95     -175.05     -4.40
    scn_two_rows_medium_P5_R30   10     -117.15    -1112.10     +1.40
    scn_two_rows_medium_P5_R5    10       +0.00       +0.00     +0.00
    scn_two_rows_tight_P5_R10    10       -4.45       -2.05     -1.80
    scn_two_rows_tight_P5_R20    10      -34.40     -164.00     -2.60
    scn_two_rows_tight_P5_R30    10     -121.70    -1055.60     -6.20
    scn_two_rows_tight_P5_R5     10       +0.00       +0.00     +0.00

  [wMOV  (1/1/100  movement-priority)]
    Type                          N   Δmakespan      Δdelay      Δmov
    ---------------------------------------------------------------
    scn_chain_loose_P5_R10       10       +0.20       +0.60     +0.00
    scn_chain_loose_P5_R20       10      -23.10     -101.75     +0.00
    scn_chain_loose_P5_R30       10     -109.75    -1133.60     +0.00
    scn_chain_loose_P5_R5        10       +0.00       +0.00     +0.00
    scn_chain_medium_P5_R10      10       +0.10       +0.10     +0.00
    scn_chain_medium_P5_R20      10      -38.85     -184.90     +0.00
    scn_chain_medium_P5_R30      10     -115.05     -954.05     +0.00
    scn_chain_medium_P5_R5       10       +0.00       +0.00     +0.00
    scn_chain_tight_P5_R10       10       -0.90       -2.25     +0.00
    scn_chain_tight_P5_R20       10      -31.30     -174.75     +0.00
    scn_chain_tight_P5_R30       10     -110.70    -1161.30     +0.00
    scn_chain_tight_P5_R5        10       +0.00       +0.00     +0.00
    scn_hub_loose_P5_R10         10       -0.10       +0.10     +0.00
    scn_hub_loose_P5_R20         10      -26.00     -148.85     +0.00
    scn_hub_loose_P5_R30         10      -45.85     -382.00     +0.00
    scn_hub_loose_P5_R5          10       +0.00       +0.00     +0.00
    scn_hub_medium_P5_R10        10       +0.00       +0.00     +0.00
    scn_hub_medium_P5_R20        10      -25.40     -151.55     +0.00
    scn_hub_medium_P5_R30        10      -36.15     -335.15     +0.00
    scn_hub_medium_P5_R5         10       +0.00       +0.00     +0.00
    scn_hub_tight_P5_R10         10       -2.75       -3.45     +0.00
    scn_hub_tight_P5_R20         10      -21.95     -154.75     +0.00
    scn_hub_tight_P5_R30         10      -41.55     -363.70     +0.00
    scn_hub_tight_P5_R5          10       +0.00       +0.00     +0.00
    scn_none_tight_P5_R10        10       +0.00       +0.00     +0.00
    scn_two_rows_loose_P5_R10    10       +0.00       +0.00     +0.00
    scn_two_rows_loose_P5_R20    10      -20.20      -96.65     +0.00
    scn_two_rows_loose_P5_R30    10      -93.50     -786.15     +0.00
    scn_two_rows_loose_P5_R5     10       +0.00       +0.00     +0.00
    scn_two_rows_medium_P5_R10   10       +0.10       -0.10     +0.00
    scn_two_rows_medium_P5_R20   10      -28.30     -133.20     +0.00
    scn_two_rows_medium_P5_R30   10     -129.95    -1291.70     +0.00
    scn_two_rows_medium_P5_R5    10       +0.00       +0.00     +0.00
    scn_two_rows_tight_P5_R10    10       -0.70       -0.40     +0.00
    scn_two_rows_tight_P5_R20    10      -23.50     -142.80     +0.00
    scn_two_rows_tight_P5_R30    10     -130.70    -1249.45     +0.00
    scn_two_rows_tight_P5_R5     10       +0.00       +0.00     +0.00

==================================================================


==================================================================
  SUMMARY  —  1110 ok  /  0 failed  /  1110 total
==================================================================
  Instance                           Experiment  Status             Obj   Makespan      Delay   Mov       Gap   Time(s)
  ---------------------------------------------------------------------------------------------------------------------
  scn_chain_loose_P5_R10_seed1       igvnd_wMK   heuristic_     6144.50      61.00      34.50    10         -      60.1
  scn_chain_loose_P5_R10_seed1       igvnd_wDLY  heuristic_      771.50      61.50       7.00    10         -      60.0
  scn_chain_loose_P5_R10_seed1       igvnd_wMOV  heuristic_       73.00      62.50      10.50     0         -      60.0
  scn_chain_loose_P5_R20_seed1       igvnd_wMK   heuristic_    13856.50     133.50     468.50    38         -      60.1
  scn_chain_loose_P5_R20_seed1       igvnd_wDLY  heuristic_    43127.00     145.00     429.50    32         -      60.0
  scn_chain_loose_P5_R20_seed1       igvnd_wMOV  heuristic_      605.50     140.00     465.50     0         -      60.1
  scn_chain_loose_P5_R30_seed1       igvnd_wMK   heuristic_    27869.00     256.00    2193.00    76         -      60.3
  scn_chain_loose_P5_R30_seed1       igvnd_wDLY  heuristic_   188730.50     280.50    1884.50     0         -      60.1
  scn_chain_loose_P5_R30_seed1       igvnd_wMOV  heuristic_     2145.00     240.00    1905.00     0         -      60.6
  scn_chain_loose_P5_R5_seed1        igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_chain_loose_P5_R5_seed1        igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_chain_loose_P5_R5_seed1        igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_chain_medium_P5_R10_seed1      igvnd_wMK   heuristic_     6240.50      61.50      78.50    12         -      60.0
  scn_chain_medium_P5_R10_seed1      igvnd_wDLY  heuristic_     6123.50      63.50      60.50    10         -      60.0
  scn_chain_medium_P5_R10_seed1      igvnd_wMOV  heuristic_      131.00      62.50      68.50     0         -      60.1
  scn_chain_medium_P5_R20_seed1      igvnd_wMK   heuristic_    14355.50     136.50     659.50    46         -      60.1
  scn_chain_medium_P5_R20_seed1      igvnd_wDLY  heuristic_    59172.50     132.50     590.00    40         -      60.1
  scn_chain_medium_P5_R20_seed1      igvnd_wMOV  heuristic_      767.50     134.50     633.00     0         -      60.0
  scn_chain_medium_P5_R30_seed1      igvnd_wMK   heuristic_    26433.00     240.00    2357.00    76         -      60.3
  scn_chain_medium_P5_R30_seed1      igvnd_wDLY  heuristic_   216106.50     248.50    2158.00    58         -      60.5
  scn_chain_medium_P5_R30_seed1      igvnd_wMOV  heuristic_     2542.00     249.00    2293.00     0         -      60.5
  scn_chain_medium_P5_R5_seed1       igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_chain_medium_P5_R5_seed1       igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_chain_medium_P5_R5_seed1       igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_chain_tight_P5_R10_seed1       igvnd_wMK   heuristic_     6164.50      60.50     102.50    12         -      60.1
  scn_chain_tight_P5_R10_seed1       igvnd_wDLY  heuristic_    10221.50      61.50     101.50    10         -      60.0
  scn_chain_tight_P5_R10_seed1       igvnd_wMOV  heuristic_      196.00      63.50     132.50     0         -      60.1
  scn_chain_tight_P5_R20_seed1       igvnd_wMK   heuristic_    14347.50     135.00     821.50    26         -      60.1
  scn_chain_tight_P5_R20_seed1       igvnd_wDLY  heuristic_    72237.50     143.50     720.50    44         -      60.2
  scn_chain_tight_P5_R20_seed1       igvnd_wMOV  heuristic_      989.00     145.50     843.50     0         -      60.1
  scn_chain_tight_P5_R30_seed1       igvnd_wMK   heuristic_    26847.00     240.50    2725.00    72         -      60.5
  scn_chain_tight_P5_R30_seed1       igvnd_wDLY  heuristic_   245946.50     276.50    2456.00    70         -      60.4
  scn_chain_tight_P5_R30_seed1       igvnd_wMOV  heuristic_     2677.00     249.00    2428.00     0         -      60.4
  scn_chain_tight_P5_R5_seed1        igvnd_wMK   heuristic_     3005.00      30.00       5.00     0         -      60.0
  scn_chain_tight_P5_R5_seed1        igvnd_wDLY  heuristic_       35.00      31.00       0.00     4         -      60.0
  scn_chain_tight_P5_R5_seed1        igvnd_wMOV  heuristic_       35.00      30.00       5.00     0         -      60.0
  scn_hub_loose_P5_R10_seed1         igvnd_wMK   heuristic_     5957.00      59.50       7.00     0         -      60.1
  scn_hub_loose_P5_R10_seed1         igvnd_wDLY  heuristic_      759.50      59.50       7.00     0         -      60.1
  scn_hub_loose_P5_R10_seed1         igvnd_wMOV  heuristic_       66.50      59.50       7.00     0         -      60.0
  scn_hub_loose_P5_R20_seed1         igvnd_wMK   heuristic_    12987.00     125.50     437.00     0         -      60.1
  scn_hub_loose_P5_R20_seed1         igvnd_wDLY  heuristic_    36167.00     131.00     360.00    36         -      60.2
  scn_hub_loose_P5_R20_seed1         igvnd_wMOV  heuristic_      507.50     129.50     378.00     0         -      60.1
  scn_hub_loose_P5_R30_seed1         igvnd_wMK   heuristic_    25152.50     234.50    1654.50    48         -      60.5
  scn_hub_loose_P5_R30_seed1         igvnd_wDLY  heuristic_   150121.50     221.50    1499.00     0         -      60.2
  scn_hub_loose_P5_R30_seed1         igvnd_wMOV  heuristic_     1637.50     217.50    1420.00     0         -      60.2
  scn_hub_loose_P5_R5_seed1          igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed1          igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed1          igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_hub_medium_P5_R10_seed1        igvnd_wMK   heuristic_     6014.50      59.50      64.50     0         -      60.0
  scn_hub_medium_P5_R10_seed1        igvnd_wDLY  heuristic_     6509.50      59.50      64.50     0         -      60.0
  scn_hub_medium_P5_R10_seed1        igvnd_wMOV  heuristic_      124.00      59.50      64.50     0         -      60.0
  scn_hub_medium_P5_R20_seed1        igvnd_wMK   heuristic_    12944.00     123.50     594.00     0         -      60.1
  scn_hub_medium_P5_R20_seed1        igvnd_wDLY  heuristic_    53027.50     127.50     529.00     0         -      60.1
  scn_hub_medium_P5_R20_seed1        igvnd_wMOV  heuristic_      674.50     129.50     545.00     0         -      60.1
  scn_hub_medium_P5_R30_seed1        igvnd_wMK   heuristic_    24456.50     225.50    1862.50    44         -      60.1
  scn_hub_medium_P5_R30_seed1        igvnd_wDLY  heuristic_   192428.50     228.50    1922.00     0         -      60.3
  scn_hub_medium_P5_R30_seed1        igvnd_wMOV  heuristic_     2155.00     253.00    1902.00     0         -      60.2
  scn_hub_medium_P5_R5_seed1         igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_hub_medium_P5_R5_seed1         igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_hub_medium_P5_R5_seed1         igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_hub_tight_P5_R10_seed1         igvnd_wMK   heuristic_     6058.50      59.50     108.50     0         -      60.2
  scn_hub_tight_P5_R10_seed1         igvnd_wDLY  heuristic_    10830.50      60.50     107.50    20         -      60.0
  scn_hub_tight_P5_R10_seed1         igvnd_wMOV  heuristic_      168.00      59.50     108.50     0         -      60.0
  scn_hub_tight_P5_R20_seed1         igvnd_wMK   heuristic_    13064.00     123.50     714.00     0         -      60.1
